epoch,train_loss
210,0.6101016606857528
211,0.6101834658366531
212,0.609688992820569
213,0.607755777551167
214,0.6070268278691306
215,0.6056403010638792
216,0.6050545341932951
217,0.6039618698518667
218,0.6032896584539271
219,0.6033065123344535
220,0.6014790303671538
221,0.6005606473381839
222,0.6020682667618367
223,0.5997592664476651
224,0.5980767661066198
225,0.5974021002427855
226,0.597232106016643
227,0.5960167103738927
228,0.5952538732272475
229,0.5932039049134326
230,0.5925937036969768
231,0.5920617989639738
232,0.5926584539128773
233,0.5899375352396894
234,0.5902759842018583
235,0.5885352519021105
236,0.5881208501644989
237,0.5880972004648465
238,0.5876948121768325
239,0.5863227168125893
240,0.5848749609135869
241,0.5836708607958324
242,0.5828617046128458
243,0.5817835393236644
244,0.583196173852949
245,0.582294074901894
246,0.578802068731678
247,0.5794061582479904
248,0.5780584002608684
249,0.5765488637027456
250,0.5761751772752449
251,0.5751753146968671
252,0.5744339587973125
253,0.5747756646640265
254,0.574194875226092
255,0.5709820972449744
256,0.5710178342328143
257,0.5703412828160755
258,0.5714010872058014
259,0.5718344147525617
260,0.5686709818555348
261,0.5675446867053189
262,0.5670622347006157
263,0.5651071036039893
264,0.5646436036522708
265,0.5627054594345947
266,0.5615751925689071
267,0.561548168979474
268,0.5616555400748751
269,0.5599648672253338
270,0.557061827894467
271,0.5569154473383036
272,0.55587805251577
273,0.5550822740170493
274,0.5547350845230159
275,0.5577207785933765
276,0.5526366945522935
277,0.5531485939203803
278,0.5551783393568067
279,0.5510839437370869
280,0.5520197393289253
281,0.5472622420360793
282,0.5479337755423873
283,0.5469524833693433
284,0.5446926715658672
285,0.5443103446889279
286,0.5438062477467666
287,0.5421626421053019
288,0.5417439136932145
289,0.541341496047689
290,0.5383423464511757
291,0.5380496903141933
292,0.5375706095304063
293,0.53619859779059
294,0.5346317718278116
295,0.5352988171933303
296,0.5330986411713842
297,0.533520317789334
298,0.5328884382746113
299,0.5283484934870877
300,0.5299175372764245
301,0.5301529876331785
302,0.5267932463937731
303,0.5257097589435862
304,0.5255549670155368
305,0.5238027243471858
306,0.5243267755010235
307,0.5222480412739426
308,0.5206555991030452
309,0.521774735468537
310,0.5198783572040387
311,0.5236681957743061
312,0.5189173034767607
313,0.5171793436826165
314,0.51536220579005
315,0.5144029744525453
316,0.5132836748414965
317,0.5153299601220372
318,0.5113421460585807
319,0.5091611213648497
320,0.5107601413975901
321,0.5088007152080536
322,0.5079203612768828
323,0.5077818965733941
324,0.5100156340136457
325,0.5076620178436165
326,0.5021527685336212
327,0.5033984304364048
328,0.5025388500583705
329,0.5032246112823486
330,0.5027059926025903
331,0.4989072996288983
332,0.4977708948192312
333,0.49675485714158013
334,0.49600136057654426
335,0.4970932829735884
336,0.492981242599772
337,0.4998658330582861
338,0.49621197492329044
339,0.49029127119192434
340,0.4903054477563545
341,0.4891972515120435
342,0.4901442060719675
343,0.4924512808002643
344,0.48685882340616254
345,0.4948886641815527
346,0.4864723433309527
347,0.48533744287134994
348,0.48718004484674826
349,0.4870793081041592
350,0.4842426171943323
351,0.47931365023798017
352,0.4825045172847919
353,0.4804672220749642
354,0.47828077513780165
355,0.47961598901606317
356,0.47698711592759657
357,0.47400089297721637
358,0.4762747923829662
359,0.47470353788404324
360,0.47240529131533493
361,0.46974408937923945
362,0.4723952848519852
363,0.47171956256254394
364,0.4698145438486071
365,0.4688193735791676
366,0.46777586750130157
367,0.4663250473008227
368,0.46489669271369477
369,0.4653888931914942
370,0.46175150284126626
371,0.46169274645065195
372,0.4603977141095631
373,0.4617120285532368
374,0.4692508044527538
375,0.46036341208130566
376,0.4602215619229559
377,0.45754885762485104
378,0.4588068696989942
379,0.4544726036377807
380,0.4556949401079719
381,0.4624782711712282
382,0.4518079775482861
383,0.4526136873373345
384,0.4530983429346512
385,0.4527725559562
386,0.44788916876066975
387,0.4434450402188657
388,0.45065454538188765
389,0.45106669637694286
390,0.44833705763318643
391,0.4437935094335186
392,0.44290434602481216
393,0.4545862545718008
394,0.4466254066175489
395,0.43981850547577017
396,0.43738129112257884
397,0.43849461514558363
398,0.43653959436203116
399,0.43385167709037437
400,0.4432156197170713
