epoch,train_loss
1,0.6949265465807559
2,0.6945490596899345
3,0.6943381677812605
4,0.6940929106811979
5,0.6939805594842825
6,0.6937780878437099
7,0.6936276492787831
8,0.6935195700446172
9,0.6934176594463747
10,0.6933293653957879
11,0.6932403623168149
12,0.693185616785021
13,0.6931369847326136
14,0.6930726339567953
15,0.6930419731495986
16,0.6929976539825325
17,0.6929649167986058
18,0.6929392334240586
19,0.6929046823017633
20,0.6928839452231108
21,0.6928526367714156
22,0.6928291694441838
23,0.6928037663004292
24,0.6927788693513444
25,0.6927522839005313
26,0.6927300780566771
27,0.6927096167607094
28,0.6926871644916819
29,0.6926599963387446
30,0.6926413267406065
31,0.692618686761429
32,0.6925979995015842
33,0.6925711311511139
34,0.6925457155526574
35,0.6925214271047222
36,0.6924946948663512
37,0.6924741944270347
38,0.692454065849532
39,0.692429899279751
40,0.692394864203325
41,0.692377703403359
42,0.6923460960388184
43,0.6923253571809228
44,0.6922912232911409
45,0.6922685281554265
46,0.6922471469907618
47,0.6922029692735245
48,0.6921849526576141
49,0.6921471588647188
50,0.6921227289669549
51,0.6920799257150337
52,0.6920411951506316
53,0.6920230192924613
54,0.6919744165975656
55,0.6919461186252424
56,0.6919111867449177
57,0.6918663044474018
58,0.691826622877548
59,0.69178177349603
60,0.691735418874826
61,0.6917074055814031
62,0.6916549383704342
63,0.6915974492457375
64,0.6915502850689105
65,0.6914975607573096
66,0.6914536890698902
67,0.6913914707169604
68,0.6913245791819558
69,0.6912621686707682
70,0.6912206589286007
71,0.6911297814169927
72,0.6910683566064977
73,0.6910015567025142
74,0.6909035604391525
75,0.690840545874923
76,0.6907522669479028
77,0.690675306676039
78,0.6905612082623723
79,0.6904877112872565
80,0.6903867846104637
81,0.6902547131723432
82,0.6901396050382016
83,0.6900445979032943
84,0.6899273270991311
85,0.6898268390057692
86,0.689632618605201
87,0.689483607882884
88,0.6893480936093117
89,0.6891867509528772
90,0.6890217217046823
91,0.688870558098181
92,0.6887147693491694
93,0.6885097418258439
94,0.6883487719208446
95,0.6881845513386513
96,0.6880356740595689
97,0.6878460716845384
98,0.6876515968522029
99,0.6874817778815084
100,0.6872551458985058
101,0.6871108635148006
102,0.6868750586438535
103,0.6866742603814424
104,0.6864533219764481
105,0.686315857652408
106,0.6860482007709902
107,0.6857306877178933
108,0.6855453679810709
109,0.6853443099491632
110,0.6850722147457635
111,0.6847885998327341
112,0.6844899254058724
113,0.6842891511632435
114,0.6840481224344738
115,0.6837105768830029
116,0.6834674086143722
117,0.6831631197858212
118,0.6829366096809729
119,0.6826081507241548
120,0.6823349434938004
121,0.681928458498485
122,0.6816798670968013
123,0.6813773503944055
124,0.6810842939277193
125,0.6807829168305468
126,0.6804340819814312
127,0.6801071505048382
128,0.6798380301959479
129,0.6793720722198486
130,0.6790865686402392
131,0.6786020709507501
132,0.6782668001616179
133,0.6780289402648584
134,0.6776743237651995
135,0.6773814994897416
136,0.6768312534289573
137,0.6764551979392323
138,0.6760631088000625
139,0.6757511674468197
140,0.6751022205423953
141,0.6747430144850888
142,0.6743267970298653
143,0.6734886267291966
144,0.6730392655329918
145,0.6727051387971906
146,0.6720432745876597
147,0.6714109298008591
148,0.6707041477089497
149,0.6700214236529906
150,0.6692821943937842
151,0.6685954136634941
152,0.6681662406494369
153,0.6672810405047972
154,0.6662958753642751
155,0.6655955359117308
156,0.66459804951255
157,0.6636398683733015
158,0.6628827817404448
159,0.6617755391704503
160,0.661112172390098
161,0.6597795344110745
162,0.658904450153237
163,0.6577733176857677
164,0.6562864575813065
165,0.6552880130597015
166,0.6539495311566254
167,0.65282018149077
168,0.6518707097466312
169,0.6502451033734563
170,0.6490983660541364
171,0.647933862992187
172,0.6464877955949129
173,0.6457133391010228
174,0.6440559812446138
175,0.642613021295462
176,0.6417559029451058
177,0.6401573819900627
178,0.6389869816267668
179,0.6376143685027734
180,0.6370895567224987
181,0.6363577228873524
182,0.6346565662924923
183,0.6333526586418721
184,0.6326100523792096
185,0.6315614251948115
186,0.6307404299280537
187,0.6296922751327059
188,0.6284638225142636
189,0.6271510302130856
190,0.6267536602803131
191,0.6253640091241296
192,0.6255984306335449
193,0.6238434901878015
194,0.6240737562748924
195,0.6223873504951819
196,0.6224733706730515
197,0.6205834550644035
198,0.6198107306636981
199,0.6185411472818745
200,0.6179973109444575
201,0.6170432434153201
202,0.6179989033670568
203,0.6170889432750531
204,0.6144545540880801
205,0.6145027911485131
206,0.612901543503377
207,0.6130538627282897
208,0.6122924863402524
209,0.6110761601533463
